Project County,Project City,Gas Utility,Electric Utility,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Year Home Built,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate,size_of_home_flag,Location_1_latitude,Location_1_Longitude,Project Completion Year,Project Completion Month,Project Completion Day,Age of Home
Bronx,The Bronx,Consolidated Edison,Consolidated Edison,464.0,Natural Gas,1975,997,1,Electric Reduction,Single Family,Building Shell,343.0,1.0,4.543294782270004,0,40.82025,-73.855035,2019,9,6,44
Broome,Binghamton,New York State Electric & Gas,New York State Electric & Gas,8478.0,Natural Gas,1950,1109,1,Home Performance,Single Family,Building Shell,0.0,52.0,6.214608098422191,0,42.08496,-75.911365,2021,8,3,71
Onondaga,Baldwinsville,National Grid,National Grid,5973.0,Natural Gas,1953,1360,1,Home Performance,Single Family,Building Shell,510.0,23.0,5.749392985908253,0,43.18518,-76.29835,2021,10,14,68
Erie,Buffalo,National Fuel Gas Distribution,National Grid,4603.0,Natural Gas,1921,1104,1,Home Performance,Single Family,Building Shell,208.0,48.0,5.929589143389895,0,42.90832,-78.83677,2020,6,25,99
Queens,Queens,National Grid,Consolidated Edison,9359.0,Natural Gas,1925,2136,1,Home Performance,Single Family,Building Shell,0.0,60.0,6.837332814685591,0,40.72351,-73.73798,2021,9,21,96
Erie,Tonawanda,National Fuel Gas Distribution,National Grid,6333.0,Natural Gas,1932,1603,1,Home Performance,Single Family,Building Shell,494.0,26.0,5.501258210544727,0,43.013815,-78.8776,2020,11,3,88
Oneida,Clinton,National Grid,National Grid,8444.0,Natural Gas,2009,938,1,Home Performance,Mobile,Building Shell,772.0,31.0,5.8289456176102075,0,43.04923,-75.38455,2020,7,14,11
Erie,Buffalo,National Fuel Gas Distribution,National Grid,7975.0,Natural Gas,1943,936,1,Home Performance,Single Family,Building Shell,426.0,53.0,6.077642243349034,0,42.90832,-78.83677,2020,10,20,77
Rockland,Suffern,Orange & Rockland,Orange & Rockland,10664.0,Oil,1945,2228,1,Home Performance,Single Family,Building Shell,301.0,67.0,7.212294468500341,0,41.11335,-74.14972,2020,9,10,75
Broome,Endicott,New York State Electric & Gas,New York State Electric & Gas,3074.0,Natural Gas,1934,1288,1,Home Performance,Single Family,Building Shell,0.0,13.0,4.867534450455582,0,42.110115,-76.032545,2019,11,25,85
Niagara,Niagara Falls,National Fuel Gas Distribution,National Grid,7066.0,Natural Gas,1933,1632,1,Home Performance,Single Family,Building Shell,107.0,30.0,5.6131281063880705,0,43.094675,-79.051195,2021,8,12,88
Rockland,Spring Valley,Orange & Rockland,Orange & Rockland,5216.0,Natural Gas,2006,2500,1,Home Performance,Single Family,Building Shell,934.0,16.0,5.8805329864007,0,41.1106286,-74.0448266,2021,5,13,15
Tompkins,Newfield,New York State Electric & Gas,New York State Electric & Gas,6336.0,Natural Gas,1970,800,1,Home Performance,Mobile,Building Shell,693.0,16.0,5.488937726156687,0,42.38683,-76.55499,2021,5,13,51
Broome,Johnson City,New York State Electric & Gas,New York State Electric & Gas,9714.0,Natural Gas,1964,1248,1,Home Performance,Single Family,Building Shell,0.0,63.0,6.431331081933479,0,42.1153014,-75.9545946,2021,12,7,57
Kings,Brooklyn,National Grid,Consolidated Edison,7792.0,Natural Gas,1921,1404,1,Home Performance,Single Family,Building Shell,460.0,28.0,6.042632833682381,0,40.644345,-73.905535,2020,12,1,99
Queens,Queens,National Grid,Consolidated Edison,3504.0,Natural Gas,1948,1518,1,Home Performance,Single Family,Building Shell,510.0,30.0,6.115892125483034,0,40.694725,-73.73937,2020,2,14,72
Erie,Bowmansville,National Fuel Gas Distribution,New York State Electric & Gas,1631.0,Natural Gas,1959,1090,1,Home Performance,Single Family,Building Shell,814.0,10.0,5.087596335232384,0,42.942316562,-78.68254822,2019,10,10,60
Onondaga,Manlius,National Grid,National Grid,33635.0,Oil,1907,1708,1,Home Performance,Single Family,Building Shell,-304.0,90.0,7.347943823148687,0,43.003055,-75.98119,2021,8,26,114
Jefferson,Watertown,National Grid,National Grid,1340.0,Natural Gas,1881,1291,1,Home Performance,Single Family,Building Shell,510.0,11.0,5.225746673713202,0,43.9757948,-75.9049969,2021,3,23,140
Erie,Buffalo,National Fuel Gas Distribution,National Grid,5528.0,Natural Gas,1951,1139,1,Home Performance,Single Family,Building Shell,477.0,28.0,5.697093486505405,0,42.8753602,-78.8019756,2021,6,15,70
Fulton,Johnstown,National Grid,National Grid,4512.0,Natural Gas,1971,1047,1,Home Performance,Single Family,Building Shell,721.0,28.0,5.739792912179234,0,43.001485,-74.370365,2020,1,28,49
Jefferson,La Fargeville,National Grid,National Grid,4572.0,Propane,2001,1456,1,Home Performance,Mobile,Building Shell,798.0,15.0,6.553933404025811,0,44.19553,-75.965465,2021,7,1,20
Kings,Brooklyn,National Grid,Consolidated Edison,3078.0,Natural Gas,1948,1440,1,Home Performance,Single Family,Building Shell,510.0,13.0,5.579729825986222,0,40.65926,-73.88949,2020,10,13,72
Niagara,Gasport,National Fuel Gas Distribution,National Grid,768.0,Oil,1951,1182,1,Home Performance,Single Family,Building Shell,368.0,4.0,4.770684624465665,0,43.195095,-78.57407,2021,6,21,70
Erie,Buffalo,National Fuel Gas Distribution,National Grid,12272.0,Natural Gas,1946,1897,1,Home Performance,Single Family,Building Shell,1546.0,63.0,6.440946540632921,0,42.9174001,-78.852226,2021,5,27,75
Queens,Queens,National Grid,Consolidated Edison,977.0,Natural Gas,1951,1113,1,Home Performance,Single Family,Building Shell,663.0,1.0,5.087596335232384,0,40.697715,-73.786045,2021,11,23,70
Onondaga,Syracuse,National Grid,Municipal,9445.0,Natural Gas,1964,1310,1,Home Performance,Single Family,Building Shell,510.0,75.0,6.784457062637643,0,43.059,-76.219045,2021,9,21,57
Oneida,Rome,National Grid,National Grid,4700.0,Natural Gas,1987,800,1,Home Performance,Single Family,Building Shell,0.0,24.0,5.308267697401205,0,43.21118,-75.458425,2019,9,23,32
Oneida,Oriskany,National Grid,National Grid,5982.0,Other,1970,1650,1,Home Performance,Single Family,Building Shell,510.0,21.0,3.9889840465642745,0,43.1556974,-75.3343911,2021,3,25,51
Erie,Derby,National Fuel Gas Distribution,National Grid,9943.0,Natural Gas,1940,2122,1,Home Performance,Single Family,Building Shell,0.0,44.0,5.7745515455444085,0,42.70014,-78.982675,2021,2,23,81
Cayuga,Auburn,New York State Electric & Gas,New York State Electric & Gas,1407.0,Natural Gas,1921,1870,1,Home Performance,Single Family,Building Shell,510.0,2.0,4.276666119016055,0,42.9355,-76.56687,2019,11,18,98
Monroe,East Rochester,Rochester Gas & Electric,Rochester Gas & Electric,12276.0,Natural Gas,1892,1456,1,Home Performance,Single Family,Building Shell,0.0,106.0,6.838405200847344,0,43.11253,-77.48525,2021,12,9,129
Erie,Buffalo,National Fuel Gas Distribution,National Grid,1029.0,Natural Gas,2011,1152,1,Home Performance,Single Family,Building Shell,0.0,3.0,2.995732273553991,0,42.977785,-78.816145,2020,12,17,9
Cayuga,Cato,Rochester Gas & Electric,Rochester Gas & Electric,10147.0,Propane,1998,1736,1,Home Performance,Mobile,Building Shell,400.0,40.0,6.790097235513905,0,43.1677446,-76.5728417,2020,10,2,22
Erie,Depew,National Fuel Gas Distribution,New York State Electric & Gas,4857.0,Natural Gas,1941,1302,1,Home Performance,Single Family,Building Shell,616.0,19.0,5.318119993844216,0,42.90153,-78.693005,2019,12,13,78
Onondaga,Syracuse,National Grid,National Grid,5377.0,Natural Gas,1996,800,1,Home Performance,Mobile,Building Shell,710.0,12.0,5.37989735354046,0,43.0650476,-76.1505831,2021,5,20,25
Niagara,Lockport,New York State Electric & Gas,National Grid,5378.0,Natural Gas,1957,840,1,Home Performance,Single Family,Building Shell,477.0,35.0,5.945420608606575,0,43.16942,-78.69168,2020,12,10,63
Bronx,Bronx,Consolidated Edison,Consolidated Edison,518.0,Natural Gas,1941,1167,1,Electric Reduction,Single Family,Building Shell,259.0,1.0,4.219507705176107,0,40.830565,-73.872895,2021,5,18,80
Wayne,Lyons,New York State Electric & Gas,New York State Electric & Gas,6231.0,Propane,1987,924,1,Home Performance,Mobile,Building Shell,301.0,19.0,6.354370040797351,0,43.064965,-76.99033,2020,7,9,33
Wayne,Palmyra,New York State Electric & Gas,New York State Electric & Gas,7561.0,Propane,1971,1812,1,Home Performance,Single Family,Building Shell,711.0,30.0,6.680854678790215,0,43.06067,-77.22958,2019,9,9,48
Cayuga,Port Byron,New York State Electric & Gas,New York State Electric & Gas,6403.0,Wood,1948,1864,1,Home Performance,Single Family,Building Shell,510.0,48.0,6.928537818164665,0,43.0355882,-76.6261736,2019,11,7,71
Broome,Binghamton,New York State Electric & Gas,New York State Electric & Gas,4326.0,Natural Gas,1947,800,1,Home Performance,Single Family,Building Shell,410.0,15.0,5.247024072160486,0,42.08496,-75.911365,2020,1,27,73
Queens,Queens,National Grid,Consolidated Edison,7611.0,Oil,1956,1643,1,Home Performance,Single Family,Building Shell,510.0,41.0,6.79346613258001,0,40.692835,-73.75811,2021,4,27,65
Rensselaer,Rensselaer,National Grid,National Grid,6771.0,Natural Gas,1978,1785,1,Home Performance,Single Family,Building Shell,0.0,29.0,5.493061443340548,0,42.6169324,-73.7295697,2020,11,10,42
Oneida,Utica,National Grid,National Grid,3660.0,Natural Gas,1952,1738,1,Home Performance,Single Family,Building Shell,510.0,7.0,4.6913478822291435,0,43.1010822,-75.2472726,2020,3,18,68
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,4726.0,Natural Gas,1981,1220,1,Home Performance,Single Family,Building Shell,510.0,37.0,5.8805329864007,0,43.165635,-77.59645,2020,2,10,39
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,7923.0,Natural Gas,1952,1939,1,Home Performance,Single Family,Building Shell,510.0,53.0,6.20050917404269,0,43.1094664,-77.7448848,2020,4,2,68
Oswego,Hannibal,National Grid,National Grid,11818.0,Propane,1991,1008,1,Home Performance,Mobile,Building Shell,510.0,26.0,6.522092798170152,0,43.31688,-76.57583,2020,12,3,29
Rensselaer,Rensselaer,National Grid,National Grid,10399.0,Natural Gas,1951,2048,1,Home Performance,Single Family,Building Shell,11406.0,-31.0,6.840546529288687,0,42.6169324,-73.7295697,2020,12,29,69
Oneida,Utica,National Grid,National Grid,10359.0,Natural Gas,1930,1536,1,Home Performance,Single Family,Building Shell,2379.0,56.0,6.5722825426940075,0,43.1010822,-75.2472726,2021,4,22,91
Queens,Queens,National Grid,Consolidated Edison,10401.0,Natural Gas,1930,1746,1,Home Performance,Single Family,Building Shell,510.0,65.0,7.01301578963963,0,40.692835,-73.75811,2021,6,24,91
Genesee,Alexander,National Fuel Gas Distribution,National Grid,6619.0,Oil,1966,1460,1,Home Performance,Single Family,Building Shell,569.0,32.0,6.54534966033442,0,42.9053018,-78.2576282,2021,5,4,55
Jefferson,Watertown,National Grid,National Grid,3570.0,Propane,1998,1312,1,Home Performance,Mobile,Building Shell,0.0,29.0,6.522092798170152,0,43.9757948,-75.9049969,2021,1,5,23
Jefferson,Dexter,National Grid,National Grid,5488.0,Natural Gas,1998,952,1,Home Performance,Mobile,Building Shell,0.0,26.0,5.3612921657094255,0,44.00736,-76.044555,2019,9,25,21
Herkimer,Frankfort,National Grid,Municipal,3677.0,Natural Gas,1921,1236,1,Home Performance,Single Family,Building Shell,0.0,18.0,5.0238805208462765,0,43.033565,-75.068965,2019,9,25,98
Wayne,Newark,New York State Electric & Gas,New York State Electric & Gas,5388.0,Propane,1993,800,1,Home Performance,Mobile,Building Shell,976.0,18.0,6.035481432524756,0,43.04472,-77.092925,2021,6,24,28
Oneida,Holland Patent,National Grid,National Grid,9478.0,Oil,1861,1677,1,Home Performance,Single Family,Building Shell,0.0,45.0,6.814542897259958,0,43.2437358,-75.2562974,2021,1,5,160
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,2754.0,Natural Gas,1956,891,1,Home Performance,Single Family,Building Shell,0.0,4.0,3.6635616461296463,0,43.22041,-77.64325,2021,5,13,65
Livingston,Lima,National Fuel Gas Distribution,National Grid,7494.0,Natural Gas,1879,2078,1,Home Performance,Single Family,Building Shell,910.0,41.0,6.192362489474872,0,42.90499,-77.611445,2020,12,8,141
Herkimer,Herkimer,National Grid,National Grid,4795.0,Natural Gas,1949,1472,1,Home Performance,Single Family,Building Shell,410.0,11.0,4.882801922586371,0,43.026475,-74.98912,2020,8,4,71
Kings,Brooklyn,National Grid,Consolidated Edison,5865.0,Natural Gas,1961,1778,1,Home Performance,Single Family,Building Shell,652.0,30.0,6.184148890937483,0,40.644345,-73.905535,2021,4,20,60
Orleans,Albion,New York State Electric & Gas,National Grid,7692.0,Natural Gas,1993,1248,1,Home Performance,Mobile,Building Shell,368.0,45.0,6.159095388491933,0,43.243405,-78.193475,2020,12,22,27
Cayuga,Auburn,New York State Electric & Gas,New York State Electric & Gas,11847.0,Natural Gas,1921,1722,1,Home Performance,Single Family,Building Shell,770.0,80.0,6.736966958001855,0,42.9355,-76.56687,2021,6,1,100
Nassau,New Hyde Park,National Grid,Long Island Power Authority,2409.0,Oil,1964,1962,1,Home Performance,Single Family,Building Shell,587.0,7.0,5.541263545158426,0,40.74155,-73.665365,2021,10,5,57
Cortland,Cincinnatus,New York State Electric & Gas,New York State Electric & Gas,6390.0,Oil,1979,928,1,Home Performance,Mobile,Building Shell,112.0,27.0,6.184148890937483,0,42.5418885,-75.9017453,2021,10,21,42
Fulton,Dolgeville,National Grid,National Grid,11277.0,Natural Gas,1909,4000,1,Home Performance,Single Family,Building Shell,0.0,40.0,6.4692503167957724,0,43.10185,-74.77389,2021,5,25,112
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,6247.0,Natural Gas,1955,1516,1,Home Performance,Single Family,Building Shell,0.0,38.0,5.771441123130016,0,43.165865,-77.56504,2019,9,16,64
Erie,Buffalo,National Fuel Gas Distribution,National Grid,1874.0,Natural Gas,1936,2155,1,Home Performance,Single Family,Building Shell,510.0,15.0,5.117993812416755,0,42.820135,-78.82654,2020,2,7,84
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,3258.0,Natural Gas,1851,1924,1,Home Performance,Single Family,Building Shell,510.0,15.0,5.1647859739235145,0,43.119885,-77.61982,2020,11,6,169
Otsego,Oneonta,New York State Electric & Gas,New York State Electric & Gas,7179.0,Kerosene,1988,882,1,Home Performance,Mobile,Building Shell,1277.0,41.0,7.179307969504034,0,42.45785,-75.061825,2019,10,17,31
Dutchess,Hopewell Junction,Central Hudson Gas & Electric,Central Hudson Gas & Electric,6744.0,Oil,1934,2648,1,Home Performance,Single Family,Building Shell,666.0,12.0,5.631211781821365,0,41.578885,-73.811405,2021,2,9,87
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,7888.0,Natural Gas,1929,1116,1,Home Performance,Single Family,Building Shell,0.0,43.0,5.948034989180646,0,43.1094664,-77.7448848,2021,7,22,92
Jefferson,Jefferson,National Grid,National Grid,5043.0,Oil,1921,2538,1,Home Performance,Single Family,Building Shell,510.0,40.0,6.826545223556594,0,44.0856589,-75.8011855,2019,11,15,98
Wayne,Ontario,Rochester Gas & Electric,Rochester Gas & Electric,7584.0,Natural Gas,1987,924,1,Home Performance,Mobile,Building Shell,390.0,22.0,5.41610040220442,0,43.225795,-77.286155,2021,1,21,34
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,2899.0,Natural Gas,1947,1500,1,Home Performance,Single Family,Building Shell,510.0,29.0,6.582025138892826,0,43.181935,-77.60976,2021,12,7,74
Kings,Brooklyn,National Grid,Consolidated Edison,4953.0,Natural Gas,1926,4000,1,Home Performance,Single Family,Building Shell,259.0,43.0,6.302618975744905,0,40.660715,-73.915265,2020,12,15,94
Oneida,Waterville,New York State Electric & Gas,New York State Electric & Gas,17196.0,Propane,1992,1140,1,Home Performance,Mobile,Building Shell,-1755.0,53.0,6.8679744089702925,0,42.931105,-75.3785,2021,9,28,29
Niagara,North Tonawanda,National Fuel Gas Distribution,National Grid,5253.0,Natural Gas,1921,1664,1,Home Performance,Single Family,Building Shell,510.0,21.0,5.3230099791384085,0,43.02966,-78.87383,2020,1,6,99
Niagara,North Tonawanda,National Fuel Gas Distribution,National Grid,3182.0,Natural Gas,1941,1320,1,Home Performance,Single Family,Building Shell,510.0,22.0,5.389071729816501,0,43.02966,-78.87383,2020,10,6,79
Erie,Buffalo,National Fuel Gas Distribution,New York State Electric & Gas,1018.0,Natural Gas,1948,1396,1,Home Performance,Single Family,Building Shell,0.0,2.0,2.8903717578961645,0,42.8753602,-78.8019756,2020,8,13,72
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1502.0,Natural Gas,1947,1683,1,Home Performance,Single Family,Building Shell,470.0,7.0,4.6443908991413725,0,43.165865,-77.56504,2019,12,6,72
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,5648.0,Natural Gas,1941,2394,1,Home Performance,Single Family,Building Shell,0.0,63.0,6.270988431858299,0,43.13596,-77.64898,2020,2,18,79
Oneida,Utica,National Grid,National Grid,2405.0,Natural Gas,1943,1350,1,Home Performance,Single Family,Building Shell,317.0,6.0,4.663439094112067,0,43.1010822,-75.2472726,2021,8,31,78
Essex,Keeseville,Unknown,New York State Electric & Gas,512.0,Propane,1970,960,1,Electric Reduction,Mobile,Building Shell,510.0,0.0,4.219507705176107,0,44.5009723,-73.4788915,2021,11,9,51
Jefferson,Watertown,National Grid,National Grid,2666.0,Natural Gas,1932,1786,1,Home Performance,Single Family,Building Shell,0.0,35.0,5.60947179518496,0,43.9757948,-75.9049969,2021,5,11,89
Chemung,Elmira,New York State Electric & Gas,New York State Electric & Gas,5631.0,Natural Gas,1990,952,1,Home Performance,Mobile,Building Shell,301.0,27.0,5.662960480135946,0,42.09461,-76.804665,2020,3,10,30
Onondaga,Syracuse,National Grid,National Grid,3423.0,Electric,1956,964,1,Home Performance,Single Family,Building Shell,510.0,19.0,5.605802066295998,0,43.0257179,-76.1480025,2021,9,7,65
Herkimer,Little Falls,National Grid,National Grid,9268.0,Kerosene,1928,2160,1,Home Performance,Single Family,Building Shell,0.0,13.0,5.438079308923196,0,43.0444,-74.860045,2021,6,22,93
Onondaga,Syracuse,National Grid,National Grid,3389.0,Natural Gas,1934,1742,1,Home Performance,Single Family,Building Shell,0.0,30.0,5.53338948872752,0,43.0650476,-76.1505831,2020,3,26,86
Westchester,Peekskill,Consolidated Edison,Consolidated Edison,3010.0,Natural Gas,2000,1040,1,Home Performance,Single Family,Building Shell,0.0,12.0,5.123963979403259,0,41.29055,-73.91912,2019,9,19,19
Erie,Buffalo,National Fuel Gas Distribution,National Grid,4008.0,Natural Gas,1951,800,1,Home Performance,Single Family,Building Shell,208.0,25.0,5.337538079701318,0,42.9797911,-78.8560887,2020,3,25,69
Kings,Brooklyn,National Grid,Consolidated Edison,4092.0,Natural Gas,1995,1400,1,Home Performance,Single Family,Building Shell,848.0,23.0,6.113682179832232,0,40.57644,-73.986365,2019,11,18,24
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1214.0,Natural Gas,1950,1066,1,Home Performance,Single Family,Building Shell,510.0,2.0,4.204692619390966,0,43.16463,-77.64152,2020,8,25,70
Erie,Elma,National Fuel Gas Distribution,New York State Electric & Gas,4145.0,Natural Gas,1967,1232,1,Home Performance,Single Family,Building Shell,0.0,17.0,4.844187086458591,0,42.831965,-78.69242,2019,9,3,52
