Total Project Cost,Size Of Home,size_of_home_flag,Number Of Units,Location_1_latitude,Location_1_Longitude,Project Completion Date,Job Type,Type Of Dwelling,Pre-Retrofit Home Heating Fuel Type,Year Home Built
4823.0,2561,0,1,40.650265,-73.927795,2022-10-13,Home Performance,Single Family,Natural Gas,1933
9174.0,1800,0,1,43.0529373,-74.3424296,2022-02-10,Home Performance,Single Family,Natural Gas,1942
11166.0,2201,0,1,43.125315,-77.455175,2023-06-15,Home Performance,Single Family,Natural Gas,
10715.0,1450,0,1,43.1010822,-75.2472726,2023-03-31,Home Performance,Single Family,Electric,
6025.0,1368,0,1,40.626385,-73.942945,2022-03-24,Home Performance,Single Family,Natural Gas,
13988.0,4000,0,1,43.21119,-77.696605,2022-04-21,Home Performance,Single Family,Natural Gas,
11834.0,1885,0,1,40.662075,-73.7349,2022-08-16,Home Performance,Single Family,Natural Gas,
6829.0,864,0,1,43.092965,-75.652545,2023-04-06,Home Performance,Single Family,Natural Gas,
3763.0,962,0,1,42.600225,-76.18184,2022-04-27,Home Performance,Single Family,Natural Gas,
6834.0,2280,0,1,42.415295,-73.676685,2022-08-02,Home Performance,Single Family,Oil,1942
8430.0,2424,0,1,42.9013852,-76.8627782,2023-05-18,Home Performance,Single Family,Propane,
2644.0,1560,0,1,43.1010822,-75.2472726,2022-07-05,Home Performance,Single Family,Natural Gas,
5433.0,2130,0,1,40.69026,-73.818355,2023-04-18,Home Performance,Single Family,Natural Gas,
2544.0,1438,0,1,43.16463,-77.64152,2022-11-22,Home Performance,Single Family,Natural Gas,
13271.0,1288,0,1,43.16942,-78.69168,2023-03-23,Home Performance,Single Family,Natural Gas,
9272.0,2400,0,2,40.61463,-73.923985,2023-06-08,Home Performance,Single Family,Natural Gas,
9253.0,1282,0,1,43.1983016,-77.6344761,2023-03-07,Home Performance,Single Family,Natural Gas,
9580.0,1656,0,1,42.9355,-76.56687,2022-01-13,Home Performance,Single Family,Oil,
3152.0,845,0,1,42.93241,-78.80886,2022-08-16,Home Performance,Single Family,Natural Gas,
4319.0,1545,0,1,40.650265,-73.927795,2022-01-06,Home Performance,Single Family,Natural Gas,
8555.0,1904,0,1,42.94743,-74.36571,2023-02-23,Home Performance,Single Family,Propane,
7369.0,1081,0,1,42.758761687,-75.887234358,2022-06-30,Home Performance,Single Family,Oil,1922
12432.0,1248,0,1,43.181935,-77.60976,2023-05-11,Home Performance,Single Family,Natural Gas,
13653.0,3210,0,1,42.37937,-76.392425,2022-12-08,Home Performance,Single Family,Oil,
8160.0,1242,0,1,43.737220922,-75.46908482,2022-04-05,Home Performance,Single Family,Oil,1931
6951.0,2148,0,1,43.130365,-76.130555,2023-06-20,Home Performance,Single Family,Natural Gas,
4509.0,1146,0,1,44.6941568,-73.5638682,2023-06-15,Home Performance,Single Family,Natural Gas,
1624.0,1944,0,1,42.59282,-78.93797,2022-03-18,Home Performance,Single Family,Natural Gas,
2380.0,1340,0,1,42.5311852,-75.521324,2022-07-12,Home Performance,Single Family,Coal,
4276.0,1092,0,1,42.093498,-78.4904985,2022-10-25,Home Performance,Mobile,Natural Gas,
10833.0,1980,0,1,40.665955,-73.77108,2022-09-20,Home Performance,Single Family,Natural Gas,
6412.0,1296,0,1,40.675365,-73.75155,2022-03-22,Home Performance,Single Family,Natural Gas,
6815.0,916,0,1,42.1013048,-75.9083125,2021-12-30,Home Performance,Single Family,Natural Gas,
11368.0,1620,0,1,40.675365,-73.75155,2023-03-31,Home Performance,Single Family,Natural Gas,
14698.0,1484,0,1,43.101435,-73.58341,2023-03-22,Home Performance,Mobile,Propane,
951.0,1536,0,1,40.692835,-73.75811,2022-11-22,Electric Reduction,Single Family,Natural Gas,1933
7912.0,1341,0,1,43.33009,-78.55375,2023-03-07,Home Performance,Single Family,Propane,
796.0,1212,0,1,43.06067,-77.22958,2023-02-02,Home Performance,Single Family,Natural Gas,
13926.0,2124,0,1,41.5687541,-73.7440967,2023-03-07,Home Performance,Single Family,Propane,
13288.0,2300,0,1,40.675365,-73.75155,2022-05-31,Home Performance,Single Family,Natural Gas,
11818.0,3328,0,1,42.216495,-78.2749,2022-05-20,Home Performance,Single Family,Natural Gas,
7522.0,1854,0,1,43.13596,-77.64898,2023-05-02,Home Performance,Single Family,Natural Gas,
10489.0,893,0,1,43.2885292,-77.9161451,2023-04-27,Home Performance,Mobile,Natural Gas,
1101.0,1100,0,1,43.2204905,-76.8164533,2022-08-09,Home Performance,Mobile,Natural Gas,
5334.0,1852,0,1,43.16463,-77.64152,2023-05-02,Home Performance,Single Family,Natural Gas,
3918.0,1536,0,1,42.3293162,-78.8631285,2023-05-25,Home Performance,Single Family,Propane,
11078.0,1600,0,1,43.181935,-77.60976,2023-02-16,Home Performance,Single Family,Electric,
11371.0,1308,0,1,43.22041,-77.64325,2023-03-23,Home Performance,Single Family,Natural Gas,
10025.0,910,0,1,43.006105,-73.851605,2023-05-23,Home Performance,Mobile,Kerosene,
8126.0,1742,0,1,42.105545,-76.26612,2022-01-04,Home Performance,Mobile,Coal,
2938.0,2384,0,1,42.945525,-78.887125,2022-12-08,Home Performance,Single Family,Natural Gas,
9198.0,1296,0,1,43.2822912,-76.1455073,2023-03-09,Home Performance,Single Family,Natural Gas,
7774.0,1300,0,1,43.29767,-75.61509,2022-02-22,Home Performance,Single Family,Propane,
11096.0,1770,0,1,40.710965,-73.623055,2023-05-02,Home Performance,Single Family,Natural Gas,
12583.0,1400,0,1,41.11271,-74.069045,2022-06-28,Home Performance,Single Family,Natural Gas,
6944.0,1260,0,1,42.87441,-78.848955,2022-07-07,Home Performance,Single Family,Natural Gas,
11026.0,2376,0,2,40.644345,-73.905535,2023-05-25,Home Performance,Single Family,Natural Gas,
7765.0,1048,0,1,43.181935,-77.60976,2023-03-31,Home Performance,Single Family,Natural Gas,
15087.0,1122,0,1,42.595241,-76.096378,2022-10-27,Home Performance,Mobile,Kerosene,
11926.0,1596,0,1,42.595241,-76.096378,2022-05-12,Home Performance,Single Family,Natural Gas,
5385.0,838,0,1,42.33914,-78.45721,2022-10-27,Home Performance,Single Family,Natural Gas,
13863.0,1680,0,1,43.1307883,-77.5090946,2022-10-06,Home Performance,Single Family,Electric,
2173.0,1600,0,1,41.340473647,-74.167364226,2023-01-17,Electric Reduction,Single Family,Natural Gas,
10765.0,800,0,1,42.1888746,-74.7860148,2022-09-06,Home Performance,Single Family,Wood,
6878.0,1662,0,1,42.9514458,-77.5936404,2022-12-06,Home Performance,Single Family,Propane,
7312.0,1020,0,1,43.22041,-77.64325,2023-03-31,Home Performance,Single Family,Natural Gas,
734.0,1684,0,1,43.141292574,-77.774560104,2022-02-22,Home Performance,Single Family,Natural Gas,
5442.0,1300,0,1,43.3244276,-75.1890252,2022-03-24,Home Performance,Single Family,Oil,
19642.0,1245,0,1,43.080275,-75.754895,2023-04-06,Home Performance,Mobile,Natural Gas,
5234.0,1612,0,1,43.179715,-77.63689,2023-05-04,Home Performance,Single Family,Natural Gas,
17109.0,2000,0,1,41.50452,-73.97211,2023-05-16,Home Performance,Single Family,Natural Gas,
14644.0,1296,0,1,42.7218494,-77.6728114,2023-06-01,Home Performance,Mobile,Propane,
7199.0,1536,0,1,42.8753602,-78.8019756,2023-05-23,Home Performance,Single Family,Natural Gas,
10209.0,824,0,1,42.600225,-76.18184,2023-02-28,Home Performance,Single Family,Natural Gas,
10560.0,1168,0,1,43.13370956,-76.130709046,2022-04-12,Home Performance,Single Family,Natural Gas,
8022.0,930,0,1,43.0529373,-74.3424296,2022-12-01,Home Performance,Single Family,Propane,
10138.0,1424,0,1,40.64575,-73.95406,2022-01-25,Home Performance,Single Family,Natural Gas,
5874.0,2660,0,1,40.892595,-73.85024,2022-07-07,Home Performance,Single Family,Natural Gas,
7331.0,864,0,1,42.90153,-78.693005,2023-01-25,Home Performance,Single Family,Natural Gas,
11540.0,1600,0,1,43.325035,-76.41174,2022-04-21,Home Performance,Single Family,Natural Gas,
4676.0,1178,0,1,43.0683152,-76.759062,2023-04-25,Home Performance,Mobile,Wood,
8504.0,1701,0,1,43.1983016,-77.6344761,2023-01-31,Home Performance,Single Family,Natural Gas,
14132.0,4000,0,2,40.60079,-73.75425,2023-04-20,Home Performance,Single Family,Natural Gas,
14867.0,2784,0,1,42.9137304,-77.7434458,2023-04-11,Home Performance,Single Family,Oil,
11151.0,2946,0,1,42.9174001,-78.852226,2022-04-21,Home Performance,Single Family,Natural Gas,
4492.0,1185,0,2,40.650265,-73.927795,2022-07-26,Home Performance,Single Family,Natural Gas,
3242.0,1940,0,1,42.787655,-73.97179,2023-06-22,Home Performance,Single Family,Natural Gas,
8406.0,1854,0,1,42.08496,-75.911365,2022-08-18,Home Performance,Single Family,Natural Gas,
9524.0,1564,0,1,40.662075,-73.7349,2022-02-22,Home Performance,Single Family,Natural Gas,
6929.0,2352,0,1,43.058193,-77.6179535,2023-01-19,Home Performance,Single Family,Natural Gas,
1405.0,1296,0,1,40.622425,-73.984265,2023-04-11,Home Performance,Single Family,Natural Gas,
2019.0,950,0,1,42.726395,-78.68165,2023-02-14,Home Performance,Single Family,Natural Gas,
13315.0,1763,0,1,43.0796792,-78.063825,2023-05-23,Home Performance,Single Family,Propane,
4984.0,830,0,1,43.25403,-77.613775,2023-03-22,Home Performance,Single Family,Natural Gas,
2024.0,2000,0,1,41.340473647,-74.167364226,2023-01-27,Electric Reduction,Single Family,Natural Gas,
7106.0,2052,0,1,40.64804,-73.88187,2022-06-02,Home Performance,Single Family,Natural Gas,
9550.0,1488,0,1,43.21119,-77.696605,2022-09-06,Electric Reduction,Single Family,Natural Gas,1959
11006.0,1152,0,1,42.110115,-76.032545,2023-01-17,Home Performance,Single Family,Natural Gas,
13159.0,1414,0,1,40.75074,-73.823235,2023-06-06,Home Performance,Single Family,Oil,
7092.0,840,0,1,43.006105,-73.851605,2023-05-16,Home Performance,Mobile,Kerosene,
11813.0,874,0,1,40.919965,-72.66377,2023-02-28,Home Performance,Mobile,Oil,
10625.0,800,0,1,43.04472,-77.092925,2022-08-02,Home Performance,Mobile,Propane,
9721.0,1609,0,1,42.93241,-78.80886,2023-03-07,Home Performance,Single Family,Natural Gas,
14677.0,2712,0,1,40.650265,-73.927795,2022-07-19,Home Performance,Single Family,Oil,1926
16110.0,2100,0,1,41.1106286,-74.0448266,2023-02-14,Home Performance,Single Family,Electric,
12959.0,1144,0,1,42.32444,-77.65898,2022-12-06,Home Performance,Single Family,Natural Gas,
11120.0,1900,0,1,43.0519908,-75.4951511,2023-06-06,Home Performance,Single Family,Pellets,
1655.0,2000,0,1,42.444575,-76.5001,2022-05-12,Home Performance,Single Family,Natural Gas,
5573.0,1040,0,1,42.0275554,-77.135045,2022-12-06,Home Performance,Mobile,Natural Gas,2005
5336.0,1490,0,1,42.835045,-78.753835,2022-05-12,Home Performance,Single Family,Natural Gas,
11199.0,938,0,1,41.9522832,-73.5081475,2023-02-09,Home Performance,Mobile,Propane,
17091.0,1440,0,1,41.677072097,-74.062420393,2022-10-11,Home Performance,Mobile,Propane,
5433.0,1040,0,1,43.181935,-77.60976,2022-05-12,Home Performance,Single Family,Natural Gas,
9959.0,2440,0,1,43.1010822,-75.2472726,2023-06-06,Home Performance,Single Family,Natural Gas,
11760.0,1229,0,1,42.5316082,-73.7507027,2023-01-19,Home Performance,Single Family,Oil,
14113.0,2904,0,1,40.675365,-73.75155,2023-06-20,Home Performance,Single Family,Natural Gas,
8759.0,1907,0,1,40.662075,-73.7349,2022-11-17,Home Performance,Single Family,Natural Gas,
7627.0,1400,0,1,43.21118,-75.458425,2022-04-21,Home Performance,Single Family,Natural Gas,
9251.0,2772,0,1,40.64804,-73.88187,2022-10-13,Home Performance,Single Family,Natural Gas,
20237.0,924,0,1,40.919965,-72.66377,2023-02-14,Home Performance,Mobile,Oil,
4457.0,1440,0,1,43.1429374,-75.2724265,2022-05-12,Home Performance,Single Family,Natural Gas,
3721.0,1080,0,1,42.76564,-78.614195,2023-06-27,Home Performance,Single Family,Natural Gas,
7891.0,871,0,1,42.32806,-75.97066,2023-03-31,Home Performance,Mobile,Propane,
11961.0,1152,0,1,43.9757948,-75.9049969,2023-04-18,Home Performance,Single Family,Oil,
9183.0,1332,0,1,42.8753602,-78.8019756,2022-08-09,Home Performance,Single Family,Natural Gas,
12870.0,2004,0,1,42.931105,-75.3785,2023-01-25,Home Performance,Single Family,Propane,
1291.0,1656,0,1,41.340473647,-74.167364226,2022-06-09,Home Performance,Single Family,Natural Gas,
12269.0,1064,0,1,42.110115,-76.032545,2022-11-17,Home Performance,Single Family,Natural Gas,
11296.0,936,0,1,42.9366,-78.83923,2023-02-28,Home Performance,Single Family,Natural Gas,
8415.0,1800,0,2,40.650265,-73.927795,2023-06-20,Home Performance,Single Family,Natural Gas,
11891.0,2700,0,1,40.912525,-73.789355,2022-09-27,Home Performance,Single Family,Natural Gas,
9376.0,1290,0,1,40.77726,-73.471725,2022-04-27,Home Performance,Single Family,Oil,1957
10132.0,832,0,1,42.10765,-75.937145,2023-02-21,Home Performance,Single Family,Natural Gas,
5975.0,1038,0,1,42.8753602,-78.8019756,2023-06-13,Home Performance,Single Family,Natural Gas,
9344.0,4000,0,1,41.1106286,-74.0448266,2023-05-04,Home Performance,Single Family,Natural Gas,
11247.0,1408,0,1,42.5311852,-75.521324,2023-03-22,Home Performance,Single Family,Natural Gas,
7340.0,1560,0,1,43.15915,-75.09186,2022-06-03,Home Performance,Single Family,Pellets,
8397.0,1296,0,1,43.045125,-76.24271,2023-02-21,Home Performance,Single Family,Natural Gas,
395.0,2600,0,1,41.340473647,-74.167364226,2023-01-17,Electric Reduction,Single Family,Natural Gas,
11797.0,1324,0,1,42.923575,-78.77879,2023-01-19,Home Performance,Single Family,Natural Gas,
2641.0,1670,0,1,43.27118,-76.983875,2022-04-21,Home Performance,Single Family,Natural Gas,
13157.0,3000,0,1,40.665955,-73.77108,2023-05-30,Home Performance,Single Family,Natural Gas,
8750.0,2171,0,1,42.852605,-74.98853,2022-06-30,Home Performance,Single Family,Natural Gas,
13000.0,960,0,1,43.646365,-76.086015,2022-05-12,Home Performance,Single Family,Propane,
10215.0,1320,0,1,43.30083,-73.58095,2023-03-22,Home Performance,Single Family,Natural Gas,
11800.0,1941,0,1,42.6764,-76.824295,2022-02-08,Home Performance,Single Family,Oil,
6204.0,1328,0,1,42.945525,-78.887125,2023-01-25,Home Performance,Single Family,Natural Gas,
5477.0,1154,0,1,43.1677446,-76.5728417,2022-05-24,Home Performance,Single Family,Oil,1902
8118.0,1450,0,1,41.33131,-74.188885,2023-04-04,Home Performance,Single Family,Natural Gas,
4628.0,1600,0,1,43.325035,-76.41174,2022-11-01,Home Performance,Single Family,Natural Gas,
15376.0,873,0,1,42.79317,-73.680445,2023-03-22,Home Performance,Single Family,Oil,
14207.0,1680,0,1,43.9757948,-75.9049969,2023-02-21,Home Performance,Mobile,Natural Gas,
9492.0,940,0,1,42.8753602,-78.8019756,2023-03-28,Home Performance,Single Family,Natural Gas,
4563.0,832,0,1,43.16463,-77.64152,2023-01-17,Home Performance,Single Family,Natural Gas,
15435.0,1164,0,1,43.16463,-77.64152,2023-04-27,Home Performance,Single Family,Natural Gas,
12147.0,1486,0,1,42.885965,-77.27875,2022-12-01,Home Performance,Single Family,Natural Gas,
14307.0,1578,0,1,41.357391,-73.577668,2022-07-14,Home Performance,Single Family,Oil,
8102.0,2350,0,1,41.11271,-74.069045,2022-07-26,Home Performance,Single Family,Natural Gas,
5764.0,1950,0,1,41.09824467,-74.089345778,2023-03-22,Home Performance,Single Family,Natural Gas,
4731.0,1426,0,1,40.872455,-73.85094,2022-03-29,Home Performance,Single Family,Natural Gas,
12036.0,1904,0,1,43.165635,-77.59645,2022-10-27,Home Performance,Single Family,Natural Gas,
10557.0,1584,0,1,43.04946,-75.868665,2023-06-13,Home Performance,Single Family,Natural Gas,
7545.0,2200,0,2,43.1010822,-75.2472726,2023-01-17,Home Performance,Single Family,Natural Gas,
892.0,2056,0,1,41.33131,-74.188885,2022-08-04,Home Performance,Single Family,Natural Gas,
12254.0,1420,0,1,42.67325,-73.77892,2023-05-11,Home Performance,Single Family,Natural Gas,
6593.0,1484,0,1,42.951555,-78.86765,2023-01-25,Home Performance,Single Family,Natural Gas,
5037.0,1496,0,1,43.094675,-79.051195,2023-04-20,Home Performance,Single Family,Natural Gas,
6837.0,1104,0,1,42.1013048,-75.9083125,2022-10-18,Home Performance,Single Family,Natural Gas,
2680.0,1600,0,1,42.821275,-77.66604,2022-03-08,Home Performance,Single Family,Propane,1992
4465.0,2820,0,1,41.1106286,-74.0448266,2022-06-09,Home Performance,Single Family,Natural Gas,
9544.0,1300,0,1,43.16463,-77.64152,2022-10-11,Home Performance,Single Family,Natural Gas,
9937.0,4000,0,1,41.355457027,-74.12422684,2022-08-16,Home Performance,Single Family,Natural Gas,
32134.0,1610,0,1,42.9802694,-75.5864958,2023-05-02,Home Performance,Single Family,Oil,
6307.0,980,0,1,42.4160985,-76.8498443,2023-05-11,Home Performance,Mobile,Propane,
7340.0,1395,0,1,42.6206618,-79.0914797,2023-06-15,Home Performance,Single Family,Natural Gas,
16333.0,910,0,1,40.949850713,-72.828618188,2022-11-29,Home Performance,Mobile,Oil,
9451.0,980,0,1,44.70149,-73.45762,2022-12-08,Home Performance,Mobile,Kerosene,
10696.0,1807,0,1,40.8393268,-73.2965971,2022-11-22,Home Performance,Single Family,Natural Gas,
11077.0,1830,0,1,42.80678,-73.89929,2023-03-31,Home Performance,Single Family,Natural Gas,
8927.0,2279,0,1,40.67391,-73.796005,2022-10-25,Home Performance,Single Family,Natural Gas,
17942.0,3050,0,1,40.77302,-73.747235,2022-12-01,Home Performance,Single Family,Natural Gas,
4160.0,1740,0,1,43.13596,-77.64898,2023-04-25,Home Performance,Single Family,Natural Gas,
16878.0,1440,0,1,43.1228619,-77.3057469,2023-06-15,Home Performance,Single Family,Wood,
2737.0,1205,0,1,43.15242,-77.6379,2022-10-20,Home Performance,Single Family,Natural Gas,
13134.0,1262,0,1,44.69457,-75.48625,2023-05-04,Home Performance,Mobile,Oil,
19064.0,4000,0,1,42.94523,-74.19217,2023-04-20,Home Performance,Single Family,Natural Gas,
1764.0,930,0,1,43.25403,-77.613775,2022-03-24,Home Performance,Single Family,Natural Gas,1952
8514.0,896,0,1,42.9106718,-73.5146804,2022-11-17,Home Performance,Mobile,Kerosene,1982
11357.0,2528,0,1,40.665955,-73.77108,2022-11-29,Home Performance,Single Family,Natural Gas,
19999.0,4000,0,1,42.917895,-76.725855,2022-09-27,Home Performance,Single Family,Oil,
7850.0,1454,0,1,43.130365,-76.130555,2022-03-08,Home Performance,Single Family,Natural Gas,
2834.0,1716,0,1,43.09002,-77.51551,2023-05-10,Home Performance,Single Family,Natural Gas,
16385.0,2100,0,1,42.3064024,-76.185837,2022-05-26,Home Performance,Single Family,Propane,
6409.0,1848,0,1,40.6701,-73.50743,2022-03-03,Home Performance,Single Family,Oil,
4964.0,1300,0,1,42.9928831,-75.4291859,2022-03-18,Home Performance,Single Family,Oil,
19881.0,1964,0,1,43.120445,-75.29465,2023-02-28,Home Performance,Single Family,Natural Gas,
2149.0,1986,0,1,42.9174001,-78.852226,2023-01-25,Home Performance,Single Family,Natural Gas,
13115.0,1458,0,1,42.6604944,-75.0502082,2022-11-17,Home Performance,Mobile,Kerosene,
7935.0,1168,0,1,43.070035,-76.07701,2022-02-24,Home Performance,Single Family,Natural Gas,1942
8975.0,1312,0,1,43.1886557,-75.0152971,2023-03-28,Home Performance,Single Family,Oil,
9804.0,1403,0,1,43.181935,-77.60976,2022-08-18,Home Performance,Single Family,Natural Gas,
10990.0,1250,0,1,43.13370956,-76.130709046,2023-06-20,Home Performance,Single Family,Natural Gas,
4947.0,2112,0,1,43.129655,-77.568015,2023-04-25,Home Performance,Single Family,Natural Gas,
9326.0,1200,0,2,40.65926,-73.88949,2022-11-01,Home Performance,Single Family,Natural Gas,
16591.0,1996,0,1,43.073475,-76.11265,2022-12-08,Home Performance,Single Family,Natural Gas,
10438.0,1122,0,1,42.9152,-78.89393,2023-01-25,Home Performance,Single Family,Natural Gas,
7178.0,2070,0,1,42.72316,-77.87418,2022-04-27,Home Performance,Single Family,Natural Gas,
12105.0,2900,0,1,42.96328,-77.13683,2022-03-18,Home Performance,Single Family,Wood,
1425.0,2400,0,1,43.10185,-74.77389,2022-11-11,Home Performance,Single Family,Oil,
11015.0,1600,0,1,43.026475,-74.98912,2022-06-30,Home Performance,Single Family,Natural Gas,
5929.0,4000,0,1,42.9053018,-78.2576282,2022-12-13,Home Performance,Single Family,Propane,
9232.0,1450,0,1,43.13596,-77.64898,2023-04-13,Home Performance,Single Family,Natural Gas,
11525.0,1877,0,1,40.675365,-73.75155,2023-03-23,Home Performance,Single Family,Natural Gas,
1999.0,1576,0,1,43.23262,-76.13883,2022-10-27,Home Performance,Single Family,Oil,1880
10015.0,960,0,1,42.0553744,-76.1203186,2022-01-20,Home Performance,Single Family,Kerosene,
8421.0,1112,0,1,42.22794,-75.52634,2023-05-18,Home Performance,Mobile,Oil,
5353.0,900,0,1,40.697715,-73.786045,2023-01-10,Home Performance,Single Family,Natural Gas,
